path,line,literal,context,classification,action,evidence
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1813,1,"""TRANSPLANT: %s delta_norm=%.4f, preserved=%.1f%%, transfer=%.3f"",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1813,3,"""TRANSPLANT: %s delta_norm=%.4f, preserved=%.1f%%, transfer=%.3f"",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1816,100.0,"100.0 * result.preserved_fraction,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1820,0,if result.preserved_fraction > 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1836,1,"metrics[""weights_transplanted""] += 1",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1838,0.0,"projection_loss = max(0.0, 1.0 - result.preserved_fraction)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1838,1.0,"projection_loss = max(0.0, 1.0 - result.preserved_fraction)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1844,2,"""TRANSPLANT: Weight %d/%d %s - %.2fs (preserved=%.3f, loss=%.6f)"",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1844,3,"""TRANSPLANT: Weight %d/%d %s - %.2fs (preserved=%.3f, loss=%.6f)"",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1844,6,"""TRANSPLANT: Weight %d/%d %s - %.2fs (preserved=%.3f, loss=%.6f)"",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1845,1,"weight_num + 1,",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1866,4,# Geodesic boundary computation is expensive (4 ops per weight).,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1867,1,"# Threshold: if (1 - preserved_fraction) < sqrt(eps), the delta is",PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1869,2,"# For float32, sqrt(eps) ≈ 3e-4, so threshold ≈ 0.9997.",PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1869,3e-4,"# For float32, sqrt(eps) ≈ 3e-4, so threshold ≈ 0.9997.",PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1869,0.9997,"# For float32, sqrt(eps) ≈ 3e-4, so threshold ≈ 0.9997.",PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1871,1.0,significance_threshold = 1.0 - sqrt_eps,PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1873,0,int(boundary_acts.shape[0]) > 0,STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1873,0,int(boundary_acts.shape[0]) > 0,STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1877,1,if int(boundary_acts.shape[1]) != int(target_w.shape[1]):,STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1877,1,if int(boundary_acts.shape[1]) != int(target_w.shape[1]):,STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1881,1,"int(boundary_acts.shape[1]),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1882,1,"int(target_w.shape[1]),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1898,1,"b.reshape(geo_diffs, (1, -1)), b, use_cache=False",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1898,1,"b.reshape(geo_diffs, (1, -1)), b, use_cache=False",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1901,1,"b.reshape(geo_target_norms, (1, -1)), b, use_cache=False",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1901,1,"b.reshape(geo_target_norms, (1, -1)), b, use_cache=False",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1912,0.0,"relative_diff = 0.0 if diff_norm <= eps else float(""inf"")",PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1933,2,# - gate scaled by s_g: SiLU(s_g * gate_out) is roughly (s_g * gate_out) / 2,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1937,0.148,"# If s_g = 0.148 (gate 14.8x smaller) and s_d = 19.64 (down 1964x larger),",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1937,14.8,"# If s_g = 0.148 (gate 14.8x smaller) and s_d = 19.64 (down 1964x larger),",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1937,19.64,"# If s_g = 0.148 (gate 14.8x smaller) and s_d = 19.64 (down 1964x larger),",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1937,1964,"# If s_g = 0.148 (gate 14.8x smaller) and s_d = 19.64 (down 1964x larger),",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1945,2,if len(mlp_scales) >= 2:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1946,1.0,# Get scale factors (default to 1.0 if missing),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1947,1.0,"scale_gate = mlp_scales.get(""gate"", 1.0)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1948,1.0,"scale_up = mlp_scales.get(""up"", 1.0)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1949,1.0,"scale_down = mlp_scales.get(""down"", 1.0)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1955,1e-10,"scale_divergence = max_scale / max(min_scale, 1e-10)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1957,2.0,if scale_divergence > 2.0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1960,1,"use_joint_scale = os.environ.get(""MC_USE_JOINT_MLP_SCALE"", """").lower() in (""1"", ""true"", ""yes"")",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1966,2,"""SCALE DIVERGENCE DETECTED (%.2f > 2.0): gate=%.4f, up=%.4f, down=%.4f. """,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1966,2.0,"""SCALE DIVERGENCE DETECTED (%.2f > 2.0): gate=%.4f, up=%.4f, down=%.4f. """,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1966,4,"""SCALE DIVERGENCE DETECTED (%.2f > 2.0): gate=%.4f, up=%.4f, down=%.4f. """,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1966,4,"""SCALE DIVERGENCE DETECTED (%.2f > 2.0): gate=%.4f, up=%.4f, down=%.4f. """,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1966,4,"""SCALE DIVERGENCE DETECTED (%.2f > 2.0): gate=%.4f, up=%.4f, down=%.4f. """,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1967,1,"""Applying JOINT MLP SCALE correction (MC_USE_JOINT_MLP_SCALE=1)."",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1982,4,"logger.info(""JOINT SCALE: %s *= %.4f (gate correction)"", weight_key, corr_gate)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1985,4,"logger.info(""JOINT SCALE: %s *= %.4f (up correction)"", weight_key, corr_up)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,1988,4,"logger.info(""JOINT SCALE: %s *= %.4f (down correction)"", weight_key, corr_down)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,2000,2,"""SCALE DIVERGENCE DETECTED (%.2f > 2.0): gate=%.4f, up=%.4f, down=%.4f. """,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,2000,2.0,"""SCALE DIVERGENCE DETECTED (%.2f > 2.0): gate=%.4f, up=%.4f, down=%.4f. """,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,2000,4,"""SCALE DIVERGENCE DETECTED (%.2f > 2.0): gate=%.4f, up=%.4f, down=%.4f. """,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,2000,4,"""SCALE DIVERGENCE DETECTED (%.2f > 2.0): gate=%.4f, up=%.4f, down=%.4f. """,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,2000,4,"""SCALE DIVERGENCE DETECTED (%.2f > 2.0): gate=%.4f, up=%.4f, down=%.4f. """,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,2002,1,"""Set MC_USE_JOINT_MLP_SCALE=1 to try joint scaling instead."",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,2023,2,"""JOINT MLP CORRECTION: skipped (divergence=%.2f < 2.0)"",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/transplant_weight_processor.py,2023,2.0,"""JOINT MLP CORRECTION: skipped (divergence=%.2f < 2.0)"",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,1,2025,# Copyright (C) 2025 EthyrosAI LLC / Jason Kempf,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,7,3,"# the Free Software Foundation, either version 3 of the License, or",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,19,6,Stage 6: VALIDATE - Safety checks for merged models.,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,22,1,"1. Numerical stability (SafetyPolytope) - interference, importance, instability, complexity",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,23,2,2. Content safety (RefusalDirectionDetector) - refusal direction preservation,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,100,6,"""""""Result of Stage 6 validation.",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,129,6,Stage 6: Validation of merged weights.,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,168,1,# 1. NUMERICAL STABILITY CHECK (SafetyPolytope),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,184,1.0,interference = 1.0 - confidence,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,203,0,"# Instability maps log(κ) to [0, 1] where:",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,203,1,"# Instability maps log(κ) to [0, 1] where:",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,204,1,#   κ = 1 → instability = 0 (well-conditioned),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,204,0,#   κ = 1 → instability = 0 (well-conditioned),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,205,1,#   κ = 1/sqrt(eps) → instability = 1 (numerical breakdown threshold),PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/validate.py,205,1,#   κ = 1/sqrt(eps) → instability = 1 (numerical breakdown threshold),PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/validate.py,206,2,# Use float32 machine epsilon since we convert to float32 for computation,PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/validate.py,206,2,# Use float32 machine epsilon since we convert to float32 for computation,PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/validate.py,207,2,# Get machine epsilon for float32 (arrays are astype'd to float32),PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/validate.py,207,2,# Get machine epsilon for float32 (arrays are astype'd to float32),PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/validate.py,208,1.0,"ref_array = b.array([1.0], dtype=""float32"")",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,208,2,"ref_array = b.array([1.0], dtype=""float32"")",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,209,2,"float32_eps = float(machine_epsilon(b, ref_array))",PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/validate.py,210,1.0,"max_stable_condition = 1.0 / sqrt_scalar(float32_eps, b)",PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/validate.py,210,2,"max_stable_condition = 1.0 / sqrt_scalar(float32_eps, b)",PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/experimental/merge/stages/validate.py,211,1.0,if condition_number <= 1.0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,212,0.0,instability = 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,217,1.0,"instability = min(1.0, log_cond / log_max)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,221,0,if hidden_dim > 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,222,1.0,"complexity = min(1.0, intrinsic_dim / hidden_dim)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,228,2,"magnitude_vec = b.array([interference, importance, instability, complexity], dtype=""float32"")",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/validate.py,233,0,"magnitude_matrix = b.stack(magnitude_vectors, axis=0)  # [n_layers, 4]",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/validate.py,233,4,"magnitude_matrix = b.stack(magnitude_vectors, axis=0)  # [n_layers, 4]",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,245,1,"importance_samples=[entry[1] for entry in layer_raw_measurements.values()],",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,295,2,# 2. CONTENT SAFETY CHECK (RefusalDirectionDetector),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,318,1.0,"ref_array = b.array([1.0], dtype=""float32"")",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,318,2,"ref_array = b.array([1.0], dtype=""float32"")",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,327,6,"""VALIDATE: Refusal signal (score=%.6f, noise_floor=%.6f)"",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,327,6,"""VALIDATE: Refusal signal (score=%.6f, noise_floor=%.6f)"",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,347,3,"# 3. BEHAVIORAL PROBES CHECK (SemanticDrift, CanaryQA, RedTeam)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,369,4,# 4. CIRCUIT BREAKER EVALUATION (Multi-signal safety),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,377,0,total_findings = len(behavioral_result.findings) if behavioral_result else 0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,391,3,"""VALIDATE: Circuit breaker signals recorded (drift=%.3f)"",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,396,5,# 5. RIDGE-CROSSING RESISTANCE VALIDATION (Post-merge thermodynamic check),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,416,3,"""VALIDATE: Ridge resistance (rate=%.3f, %d vulnerable of %d tested)"",",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,425,6,# 6. SPECTRAL ANALYSIS (Weight matrix spectral metrics),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,435,2,"source_arr = b.astype(b.array(source_weights[key]), ""float32"")",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,436,2,"target_arr = b.astype(b.array(target_weights[key]), ""float32"")",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,449,0.0,"""min_ratio_symmetry"": summary.get(""min_ratio_symmetry"", 0.0),",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,451,0.0,"""max_condition_number"": summary.get(""max_condition_number"", 0.0),",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,454,4,"""VALIDATE: Spectral metrics (weights=%d, mean_symmetry=%.4f, max_cond=%.1f)"",",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/experimental/merge/stages/validate.py,454,1,"""VALIDATE: Spectral metrics (weights=%d, mean_symmetry=%.4f, max_cond=%.1f)"",",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/experimental/merge/stages/validate.py,457,0.0,"summary.get(""max_condition_number"", 0.0),",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,465,7,# 7. TANGENT SPACE ALIGNMENT (Local geometry preservation),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,480,2,mid_layer = layer_indices[len(layer_indices) // 2],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,484,2,"target_layer_acts = b.astype(b.array(target_layer_acts), ""float32"")",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,487,1.0,# Compare target activations with themselves (baseline - should be 1.0),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,502,4,"""VALIDATE: Tangent alignment (mean_cosine=%.4f, anchors=%d)"",",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/experimental/merge/stages/validate.py,553,2,"source_arr = b.astype(b.array(source_weights[key]), ""float32"")",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,554,2,"target_arr = b.astype(b.array(target_weights[key]), ""float32"")",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,555,1,"source_norm_arr = geodesic_norms(b.reshape(source_arr, (1, -1)), b)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/validate.py,555,1,"source_norm_arr = geodesic_norms(b.reshape(source_arr, (1, -1)), b)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/validate.py,556,1,"target_norm_arr = geodesic_norms(b.reshape(target_arr, (1, -1)), b)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/validate.py,556,1,"target_norm_arr = geodesic_norms(b.reshape(target_arr, (1, -1)), b)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/validate.py,561,0,if count == 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,565,0,"source_norms_stacked = b.stack(source_norms_list, axis=0)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/validate.py,566,0,"target_norms_stacked = b.stack(target_norms_list, axis=0)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/validate.py,574,0.0,if target_norm == 0.0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,578,1.0,"importance = min(1.0, abs(1.0 - ratio))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,578,1.0,"importance = min(1.0, abs(1.0 - ratio))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,594,2,"val_arr = b.astype(b.array(matrix), ""float32"")",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/experimental/merge/stages/validate.py,597,2,if len(shape) != 2:,STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/validate.py,599,0,m = int(shape[0]),STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/validate.py,600,1,n = int(shape[1]),STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/experimental/merge/stages/validate.py,601,0,if m == 0 or n == 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
